ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-14,4967.4869575015955,3433.9853010192473,6583.343246240171,4967.4869575015955,4967.4869575015955,67.9222236825049,67.9222236825049,67.9222236825049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.8228876395632,349.8228876395632,349.8228876395632,-281.9006639570582,-281.9006639570582,-281.9006639570582,0.0,0.0,0.0,5035.409181184101
2013-01-15,4966.203782506039,2909.6294028673487,6182.250832802379,4966.203782506039,4966.203782506039,-415.0833460556575,-415.0833460556575,-415.0833460556575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.50063273416654,-148.50063273416654,-148.50063273416654,-266.5827133214909,-266.5827133214909,-266.5827133214909,0.0,0.0,0.0,4551.120436450381
2013-01-16,4964.920607510482,2847.9687775672683,6066.880327105026,4964.920607510482,4964.920607510482,-510.0557543691682,-510.0557543691682,-510.0557543691682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265.7842281997971,-265.7842281997971,-265.7842281997971,-244.27152616937119,-244.27152616937119,-244.27152616937119,0.0,0.0,0.0,4454.864853141314
2013-01-17,4963.637432514925,2781.225730900878,6009.715448869069,4963.637432514925,4963.637432514925,-578.2957934126671,-578.2957934126671,-578.2957934126671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.0918193017584,-362.0918193017584,-362.0918193017584,-216.2039741109086,-216.2039741109086,-216.2039741109086,0.0,0.0,0.0,4385.341639102258
2013-01-18,4962.354257519369,2989.3489055068344,6319.247503641083,4962.354257519369,4962.354257519369,-302.93939154767173,-302.93939154767173,-302.93939154767173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.2756101542489,-119.2756101542489,-119.2756101542489,-183.66378139342285,-183.66378139342285,-183.66378139342285,0.0,0.0,0.0,4659.414865971697
2013-01-19,4961.071082523812,3541.795183371838,6807.700082260054,4961.071082523812,4961.071082523812,125.14043159189053,125.14043159189053,125.14043159189053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.09148471905854,273.09148471905854,273.09148471905854,-147.95105312716802,-147.95105312716802,-147.95105312716802,0.0,0.0,0.0,5086.211514115703
2013-01-21,4958.5047325327,3615.7666225698167,6966.399040354685,4958.5047325327,4958.5047325327,277.70928049744185,277.70928049744185,277.70928049744185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.8228876393822,349.8228876393822,349.8228876393822,-72.11360714194036,-72.11360714194036,-72.11360714194036,0.0,0.0,0.0,5236.214013030141
2013-01-22,4957.221557537143,3153.7029147121975,6327.8268238417495,4957.221557537143,4957.221557537143,-182.91235789717857,-182.91235789717857,-182.91235789717857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.50063273465923,-148.50063273465923,-148.50063273465923,-34.411725162519325,-34.411725162519325,-34.411725162519325,0.0,0.0,0.0,4774.309199639964
2013-01-23,4955.938382541586,2993.803402758307,6268.493924478497,4955.938382541586,4955.938382541586,-264.11764017333377,-264.11764017333377,-264.11764017333377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265.78422820028754,-265.78422820028754,-265.78422820028754,1.6665880269537474,1.6665880269537474,1.6665880269537474,0.0,0.0,0.0,4691.8207423682525
2013-01-24,4954.6552075460295,3030.5444911503037,6208.145263578418,4954.6552075460295,4954.6552075460295,-326.94555802265586,-326.94555802265586,-326.94555802265586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.09181930204994,-362.09181930204994,-362.09181930204994,35.14626127939405,35.14626127939405,35.14626127939405,0.0,0.0,0.0,4627.709649523374
2013-01-25,4953.372032550473,3311.7131490161382,6604.162343853027,4953.372032550473,4953.372032550473,-54.095210909586186,-54.095210909586186,-54.095210909586186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.27561015417785,-119.27561015417785,-119.27561015417785,65.1803992445917,65.1803992445917,65.1803992445917,0.0,0.0,0.0,4899.276821640887
2013-01-26,4952.088857554918,3634.2094812493865,6923.224377941861,4952.088857554918,4952.088857554918,364.15472527711563,364.15472527711563,364.15472527711563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847193788,273.0914847193788,273.0914847193788,91.06324055773678,91.06324055773678,91.06324055773678,0.0,0.0,0.0,5316.243582832034
2013-01-28,4949.5225075638045,3628.864257114785,7110.699981479215,4949.5225075638045,4949.5225075638045,478.1303656283083,478.1303656283083,478.1303656283083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.82288763969433,349.82288763969433,349.82288763969433,128.30747798861395,128.30747798861395,128.30747798861395,0.0,0.0,0.0,5427.652873192113
2013-01-29,4948.239332568248,3270.5871867935866,6644.576455306937,4948.239332568248,4948.239332568248,-9.476986956984685,-9.476986956984685,-9.476986956984685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.5006327341543,-148.5006327341543,-148.5006327341543,139.02364577716963,139.02364577716963,139.02364577716963,0.0,0.0,0.0,4938.762345611263
2013-01-30,4946.956157572691,3174.5560160921214,6500.975062625018,4946.956157572691,4946.956157572691,-121.48814655223883,-121.48814655223883,-121.48814655223883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265.78422819996655,-265.78422819996655,-265.78422819996655,144.29608164772773,144.29608164772773,144.29608164772773,0.0,0.0,0.0,4825.468011020453
2013-01-31,4945.672982577135,3530.256201614553,6776.24057580549,4945.672982577135,4945.672982577135,198.27961833687064,198.27961833687064,198.27961833687064,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.0918193024973,-362.0918193024973,-362.0918193024973,144.1797731820752,144.1797731820752,144.1797731820752,0.0,0.0,0.0,5143.952600914006
2013-02-01,4944.389806905759,3768.164093428651,7064.626102678669,4944.389806905759,4944.389806905759,435.7825048180819,435.7825048180819,435.7825048180819,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.27561015410687,-119.27561015410687,-119.27561015410687,138.8664505148961,138.8664505148961,138.8664505148961,0.0,0.0,0.0,5380.172311723841
2013-02-02,4943.106631234381,3804.711202537692,7026.65691192379,4943.106631234381,4943.106631234381,401.7633916455186,401.7633916455186,401.7633916455186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847191333,273.0914847191333,273.0914847191333,128.67190692638528,128.67190692638528,128.67190692638528,0.0,0.0,0.0,5344.8700228799
2013-02-04,4940.540279891628,4237.769754586679,7386.6481589862115,4940.540279891628,4940.540279891628,861.4447194469955,861.4447194469955,861.4447194469955,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,349.82288763951715,349.82288763951715,349.82288763951715,95.4301673501857,95.4301673501857,95.4301673501857,0.0,0.0,0.0,5801.984999338624
2013-02-05,4939.257104220252,3637.5894645880094,6877.825453977339,4939.257104220252,4939.257104220252,341.18104511041525,341.18104511041525,341.18104511041525,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-148.5006327343283,-148.5006327343283,-148.5006327343283,73.49001338745086,73.49001338745086,73.49001338745086,0.0,0.0,0.0,5280.438149330667
2013-02-06,4937.973928548874,3523.3074824791115,6613.551226595834,4937.973928548874,4937.973928548874,199.25258772565323,199.25258772565323,199.25258772565323,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-265.78422820021615,-265.78422820021615,-265.78422820021615,48.84515146857668,48.84515146857668,48.84515146857668,0.0,0.0,0.0,5137.226516274527
2013-02-07,4936.690752877498,3355.211244275989,6553.262736607468,4936.690752877498,4936.690752877498,76.27506082169508,76.27506082169508,76.27506082169508,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.09181930152596,-362.09181930152596,-362.09181930152596,22.175215665928363,22.175215665928363,22.175215665928363,0.0,0.0,0.0,5012.965813699193
2013-02-08,4935.4075772061215,3725.8249268185573,6895.283369768344,4935.4075772061215,4935.4075772061215,291.0916073995352,291.0916073995352,291.0916073995352,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.27561015396739,-119.27561015396739,-119.27561015396739,-5.824446903790113,-5.824446903790113,-5.824446903790113,0.0,0.0,0.0,5226.499184605656
2013-02-09,4934.124401534745,3465.6270826617433,6786.4487802854455,4934.124401534745,4934.124401534745,238.630253471952,238.630253471952,238.630253471952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847194921,273.0914847194921,273.0914847194921,-34.461231247540105,-34.461231247540105,-34.461231247540105,0.0,0.0,0.0,5172.754655006696
2013-02-11,4931.558050191991,3987.9073281961423,7394.06886372513,4931.558050191991,4931.558050191991,675.0232352720421,675.0232352720421,675.0232352720421,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,349.82288763933997,349.82288763933997,349.82288763933997,-90.99131682459053,-90.99131682459053,-90.99131682459053,0.0,0.0,0.0,5606.5812854640335
2013-02-12,4930.2748745206145,3434.5054851901164,6747.996986534724,4930.2748745206145,4930.2748745206145,150.03108377360215,150.03108377360215,150.03108377360215,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-148.50063273450232,-148.50063273450232,-148.50063273450232,-117.65994794918822,-117.65994794918822,-117.65994794918822,0.0,0.0,0.0,5080.305958294217
2013-02-13,4928.991698849238,3285.4374416325318,6602.4381499951505,4928.991698849238,4928.991698849238,7.865887366478999,7.865887366478999,7.865887366478999,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-265.7842282004658,-265.7842282004658,-265.7842282004658,-142.54154889034794,-142.54154889034794,-142.54154889034794,0.0,0.0,0.0,4936.857586215717
2013-02-14,4927.708523177861,3216.0884392964495,6389.3539916529335,4927.708523177861,4927.708523177861,-111.07932880569932,-111.07932880569932,-111.07932880569932,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.09181930225003,-362.09181930225003,-362.09181930225003,-165.179173960742,-165.179173960742,-165.179173960742,0.0,0.0,0.0,4816.629194372162
2013-02-15,4926.425347506484,3390.8946160488695,6656.616096695312,4926.425347506484,4926.425347506484,111.72364465661033,111.72364465661033,111.72364465661033,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.27561015460398,-119.27561015460398,-119.27561015460398,-185.19240964607832,-185.19240964607832,-185.19240964607832,0.0,0.0,0.0,5038.148992163095
2013-02-16,4925.142171835108,3389.009483831971,6556.443849948232,4925.142171835108,4925.142171835108,70.81001583591838,70.81001583591838,70.81001583591838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847192466,273.0914847192466,273.0914847192466,-202.2814688833282,-202.2814688833282,-202.2814688833282,0.0,0.0,0.0,4995.952187671026
2013-02-18,4922.575820492354,3927.2007942533737,6990.086789145434,4922.575820492354,4922.575820492354,539.1161250135634,539.1161250135634,539.1161250135634,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,349.82288763916284,349.82288763916284,349.82288763916284,-226.89842708289208,-226.89842708289208,-226.89842708289208,0.0,0.0,0.0,5461.691945505918
2013-02-19,4921.292644820977,3373.1379992964826,6734.893869022932,4921.292644820977,4921.292644820977,33.45811971490516,33.45811971490516,33.45811971490516,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-148.5006327343161,-148.5006327343161,-148.5006327343161,-234.2329120080715,-234.2329120080715,-234.2329120080715,0.0,0.0,0.0,4954.750764535883
2013-02-20,4920.009469149601,3079.302422305305,6536.129479430093,4920.009469149601,4920.009469149601,-87.84122849138268,-87.84122849138268,-87.84122849138268,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-265.7842282003857,-265.7842282003857,-265.7842282003857,-238.24866474828963,-238.24866474828963,-238.24866474828963,0.0,0.0,0.0,4832.168240658218
2013-02-21,4918.726293478225,3075.95486490724,6419.678718990172,4918.726293478225,4918.726293478225,-184.92955254237938,-184.92955254237938,-184.92955254237938,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.0918193026975,-362.0918193026975,-362.0918193026975,-239.02939769697457,-239.02939769697457,-239.02939769697457,0.0,0.0,0.0,4733.796740935845
2013-02-22,4917.443117806847,3489.491751247876,6708.217906534041,4917.443117806847,4917.443117806847,60.197719193502486,60.197719193502486,60.197719193502486,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.2756101538253,-119.2756101538253,-119.2756101538253,-236.71833510996484,-236.71833510996484,-236.71833510996484,0.0,0.0,0.0,4977.640837000349
2013-02-23,4916.15994213547,3356.3837030032,6556.140997161347,4916.15994213547,4916.15994213547,41.582063837906695,41.582063837906695,41.582063837906695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847195669,273.0914847195669,273.0914847195669,-231.5094208816602,-231.5094208816602,-231.5094208816602,0.0,0.0,0.0,4957.742005973377
2013-02-25,4913.593590792718,3400.891542452307,6668.519494902195,4913.593590792718,4913.593590792718,136.45233335446147,136.45233335446147,136.45233335446147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.8228876394749,349.8228876394749,349.8228876394749,-213.3705542850134,-213.3705542850134,-213.3705542850134,0.0,0.0,0.0,5050.045924147179
2013-02-26,4912.31041512134,2812.405516935782,6229.372137514408,4912.31041512134,4912.31041512134,-349.49677123783357,-349.49677123783357,-349.49677123783357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.5006327341714,-148.5006327341714,-148.5006327341714,-200.9961385036622,-200.9961385036622,-200.9961385036622,0.0,0.0,0.0,4562.813643883506
2013-02-27,4911.027239449963,2845.3401265032603,6080.498279281139,4911.027239449963,4911.027239449963,-452.6002113682286,-452.6002113682286,-452.6002113682286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265.7842281997352,-265.7842281997352,-265.7842281997352,-186.8159831684934,-186.8159831684934,-186.8159831684934,0.0,0.0,0.0,4458.4270280817345
2013-02-28,4909.744063778588,2826.2296987988875,5915.709589217008,4909.744063778588,4909.744063778588,-533.2272123787773,-533.2272123787773,-533.2272123787773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.09181930172616,-362.09181930172616,-362.09181930172616,-171.13539307705108,-171.13539307705108,-171.13539307705108,0.0,0.0,0.0,4376.516851399811
2013-03-01,4908.460888107211,2895.9154411814457,6433.417386503874,4908.460888107211,4908.460888107211,-273.53148352475387,-273.53148352475387,-273.53148352475387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.27561015375429,-119.27561015375429,-119.27561015375429,-154.25587337099958,-154.25587337099958,-154.25587337099958,0.0,0.0,0.0,4634.929404582457
2013-03-02,4907.177712205745,3395.4058758640826,6609.690899272666,4907.177712205745,4907.177712205745,136.62303882983133,136.62303882983133,136.62303882983133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847193599,273.0914847193599,273.0914847193599,-136.4684458895285,-136.4684458895285,-136.4684458895285,0.0,0.0,0.0,5043.8007510355765
2013-03-04,4904.611360402816,3997.7356008102206,7247.494524944879,4904.611360402816,4904.611360402816,666.7644760553115,666.7644760553115,666.7644760553115,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,349.8228876392939,349.8228876392939,349.8228876392939,-99.2500760412752,-99.2500760412752,-99.2500760412752,0.0,0.0,0.0,5571.375836458127
2013-03-05,4903.328184501351,3367.6989408276577,6737.215044555619,4903.328184501351,4903.328184501351,187.3848519560823,187.3848519560823,187.3848519560823,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-148.5006327346641,-148.5006327346641,-148.5006327346641,-80.30617976654628,-80.30617976654628,-80.30617976654628,0.0,0.0,0.0,5090.713036457433
2013-03-06,4902.045008599886,3315.850330532738,6595.663289418742,4902.045008599886,4902.045008599886,88.98327474033121,88.98327474033121,88.98327474033121,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-265.78422819998474,-265.78422819998474,-265.78422819998474,-61.42416151697671,-61.42416151697671,-61.42416151697671,0.0,0.0,0.0,4991.028283340218
2013-03-07,4900.761832698422,3326.1351520586522,6587.720304015839,4900.761832698422,4900.761832698422,11.312813628240235,11.312813628240235,11.312813628240235,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.09181930245023,-362.09181930245023,-362.09181930245023,-42.787031526602256,-42.787031526602256,-42.787031526602256,0.0,0.0,0.0,4912.074646326662
2013-03-08,4899.478656796956,3572.483382900865,6798.230866294152,4899.478656796956,4899.478656796956,272.3620282997351,272.3620282997351,272.3620282997351,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.27561015361479,-119.27561015361479,-119.27561015361479,-24.55402600394282,-24.55402600394282,-24.55402600394282,0.0,0.0,0.0,5171.840685096691
2013-03-09,4898.1954808954915,3574.033945255856,6804.161108524791,4898.1954808954915,4898.1954808954915,266.22903039793283,266.22903039793283,266.22903039793283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0914847191528,273.0914847191528,273.0914847191528,-6.862454321219953,-6.862454321219953,-6.862454321219953,0.0,0.0,0.0,5164.424511293424
2013-03-11,4895.629129092562,3987.8054505681503,7331.538813494166,4895.629129092562,4895.629129092562,792.4550230084827,792.4550230084827,792.4550230084827,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,349.8228876391206,349.8228876391206,349.8228876391206,26.440470912069394,26.440470912069394,26.440470912069394,0.0,0.0,0.0,5688.084152101044
2013-03-12,4894.345953191098,3636.182005560201,6814.930964291972,4894.345953191098,4894.345953191098,309.5516579890138,309.5516579890138,309.5516579890138,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-148.5006327348381,-148.5006327348381,-148.5006327348381,41.86062626655918,41.86062626655918,41.86062626655918,0.0,0.0,0.0,5203.897611180111
2013-03-13,4893.062777289633,3536.9067476489117,6753.6742026467755,4893.062777289633,4893.062777289633,206.75723966074221,206.75723966074221,206.75723966074221,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-265.7842281999047,-265.7842281999047,-265.7842281999047,56.34980340335423,56.34980340335423,56.34980340335423,0.0,0.0,0.0,5099.820016950375
2013-03-14,4891.779601388169,3315.205985319364,6593.238326281739,4891.779601388169,4891.779601388169,123.93297723076662,123.93297723076662,123.93297723076662,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.0918193021883,-362.0918193021883,-362.0918193021883,69.83313207566218,69.83313207566218,69.83313207566218,0.0,0.0,0.0,5015.712578618935
2013-03-15,4890.496425486703,3603.0592217764683,6998.682425454813,4890.496425486703,4890.496425486703,379.1541106877164,379.1541106877164,379.1541106877164,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.2756101542514,-119.2756101542514,-119.2756101542514,82.23805638467512,82.23805638467512,82.23805638467512,0.0,0.0,0.0,5269.650536174419
2013-03-16,4889.213249585238,3598.671325919806,6874.109224669371,4889.213249585238,4889.213249585238,366.58320121056664,366.58320121056664,366.58320121056664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.09148471890734,273.09148471890734,273.09148471890734,93.49171649165932,93.49171649165932,93.49171649165932,0.0,0.0,0.0,5255.796450795805
2013-03-18,4886.646897782309,4228.384529336804,7400.743861114593,4886.646897782309,4886.646897782309,878.2561465945519,878.2561465945519,878.2561465945519,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,349.8228876394327,349.8228876394327,349.8228876394327,112.24159449782655,112.24159449782655,112.24159449782655,0.0,0.0,0.0,5764.903044376861
2013-03-19,4885.363721880844,3713.624445416457,6846.570297931447,4885.363721880844,4885.363721880844,387.26854509771806,387.26854509771806,387.26854509771806,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-148.50063273433315,-148.50063273433315,-148.50063273433315,119.57751337475855,119.57751337475855,119.57751337475855,0.0,0.0,0.0,5272.632266978562
2013-03-20,4884.08054597938,3629.3183012148384,6763.076743953561,4884.08054597938,4884.08054597938,275.84959538594893,275.84959538594893,275.84959538594893,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-265.78422820015425,-265.78422820015425,-265.78422820015425,125.4421591288105,125.4421591288105,125.4421591288105,0.0,0.0,0.0,5159.930141365329
2013-03-21,4882.797370077914,3463.637403315207,6721.44918056309,4882.797370077914,4882.797370077914,183.84974176467284,183.84974176467284,183.84974176467284,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-362.0918193019263,-362.0918193019263,-362.0918193019263,129.74989660930643,129.74989660930643,129.74989660930643,0.0,0.0,0.0,5066.647111842587
2013-03-22,4881.51419417645,3667.6718205644233,6900.661538133495,4881.51419417645,4881.51419417645,429.33275349921917,429.33275349921917,429.33275349921917,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,416.1916644572927,0.0,0.0,0.0,-119.27561015347275,-119.27561015347275,-119.27561015347275,132.41669919539925,132.41669919539925,132.41669919539925,0.0,0.0,0.0,5310.846947675669
